Colorado Building ID,Building Street Address (ESPM),Building City (ESPM),Latitude,Longitude,Gross Floor Area (Tax Assessor),Primary Property Type - Portfolio Manager-Calculated,Weather Normalized Site EUI (kBtu/ft²),Gross Floor Area (ESPM),Total GHG Emissions (Metric Tons CO2e),Building Street Address (Tax Assessor)
C13625,1104 N. Cascade,Colorado Springs,38.8493091,-104.8260204,74381.0,Residence Hall/Dormitory,,74381.0,,1104 N CASCADE AVE
C13434,2418 N UNION BLVD,COLORADO SPRINGS,38.8668533,-104.7945416,61728.0,LODGINGRESIDENTIAL,,61728,,2418 N UNION BLVD
C13866,610 N MURRAY BLVD,COLORADO SPRINGS,38.8416285,-104.7485374,101637.0,LODGINGRESIDENTIAL,,101637,,610 N MURRAY BLVD
C13740,800 BULLDOG DRIVE,CALHAN,39.0330343,-104.2951988,85640.0,K-12 School,,169825.0,,800 BULLDOG DR
C13599,118 E PLATTE AVE,COLORADO SPRINGS,38.8385205,-104.8223427,72354.0,LODGINGRESIDENTIAL,,72354,,118 E PLATTE AVE
C13595,8528 KENOSHA DR,COLORADO SPRINGS,38.9492839,-104.6700786,72194.0,RELIGIOUS WORSHIP,,72194,,8528 KENOSHA DR
C13965,545 N Academy Blvd,Colorado Springs,38.8408138,-104.7552843,298000.0,Retail Store,45.7,165168.0,822.63,701-801 N ACADEMY BLVD
C14030,East Library,Colorado Springs,38.9043608,-104.7637619,71542.0,Library,,70153.0,,5550 N UNION BLVD
C13863,1460 W Garden of the Gods Rd,Colorado Springs,38.8985372,-104.8539074,100930.0,Office,,101258.0,,1460 W GARDEN OF THE GODS RD
C13358,1780 AEROPLAZA DR,COLORADO SPRINGS,38.8079342,-104.7378165,58480.0,ENTERTAINMENTPUBLIC ASSEMBLY,,58480,,1780 AEROPLAZA DR
C14036,1112 N. Nevada,Colorado Springs,38.8495048,-104.8220691,56058.0,College/University,,56058.0,,1112 N NEVADA AVE
C13529,4372-4394 MONTEBELLO DR,COLORADO SPRINGS,38.8961566,-104.7544725,67782.0,LODGINGRESIDENTIAL,,67782,,4372-4394 MONTEBELLO DR
C13802,1150 KELLY JOHNSON BLVD,COLORADO SPRINGS,38.9470187,-104.8074738,92490.0,OFFICE,,92490,,1150 KELLY JOHNSON BLVD
C13961,19 N TEJON ST,COLORADO SPRINGS,38.8346638,-104.8227558,119913.0,OFFICE,,119913,,19 N TEJON ST
C13793,4425 Arrowswest Dr.,Colorado Springs,38.8957192,-104.8631062,172050.0,Other,,172050.0,,4425 ARROWSWEST DR
C13364,1104 N FRANKLIN ST,COLORADO SPRINGS,38.8490834,-104.8115273,58816.0,EDUCATION,,58816,,1104 N FRANKLIN ST
C13678,1855 WEISKOPF PT,COLORADO SPRINGS,39.0194445,-104.7932918,79284.0,ENTERTAINMENTPUBLIC ASSEMBLY,,79284,,1855 WEISKOPF PT
C13601,30 BOULDER CRESCENT ST,COLORADO SPRINGS,38.838552,-104.826908,72432.0,LODGINGRESIDENTIAL,,72432,,30 BOULDER CRESCENT ST
C13813,2475 HANCOCK EXPY,COLORADO SPRINGS,38.7960412,-104.770116,93024.0,LODGINGRESIDENTIAL,,93024,,2475 HANCOCK EXPY
C13955,3495 AMERICAN DR,COLORADO SPRINGS,38.8893181,-104.7626759,118881.0,LODGINGRESIDENTIAL,,118881,,3495 AMERICAN DR
C13871,2175 Victor Pl.,Colorado Springs,38.8624593,-104.7211964,79322.0,Self-Storage Facility,17.7,79322.0,163.60,2175 VICTOR PL
C13553,5020 AUSTIN BLUFFS PKWY,COLORADO SPRINGS,38.905024,-104.7395821,69424.0,RELIGIOUS WORSHIP,,69424,,5020 AUSTIN BLUFFS PKWY
C13684,1935 Aerotech Dr,Colorado Springs,38.8040949,-104.7321961,80000.0,Self-Storage Facility,19.2,80000.0,133.65,1935 AEROTECH DR
C14031,102 E PIKES PEAK AVE,COLORADO SPRINGS,38.8341671,-104.823258,144000.0,OFFICE,,144000,,102 E PIKES PEAK AVE
C13810,4125 GALLEY RD,COLORADO SPRINGS,38.8466747,-104.7506159,92826.0,LODGINGRESIDENTIAL,,92826,,4125 GALLEY RD
C13670,3610 E LA SALLE ST,COLORADO SPRINGS,38.8586995,-104.7618238,78648.0,LODGINGRESIDENTIAL,,78648,,3610 E LA SALLE ST
C13554,1212 MOTOR CITY DRIVE,COLORADO SPRINGS,38.8170696,-104.834735,69441.0,OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY,,69441,,1212 MOTOR CITY DR
C13701,15475 GLENEAGLE DR,COLORADO SPRINGS,39.0560381,-104.8235333,81333.0,RELIGIOUS WORSHIP,,81333,,15475 GLENEAGLE DR
C13626,16192 OLD FOREST PT,MONUMENT,39.0700849,-104.8489458,74418.0,LODGINGRESIDENTIAL,,74418,,16192 OLD FOREST PT
C13735,8280 VOYAGER PKWY,COLORADO SPRINGS,38.9527026,-104.8011416,85550.0,ENTERTAINMENTPUBLIC ASSEMBLY,,85550,,8280 VOYAGER PKWY
C13671,805 N MURRAY BLVD,COLORADO SPRINGS,38.8452749,-104.7475274,78712.0,OFFICE,,78712,,805 N MURRAY BLVD
C13805,4120 E FOUNTAIN BLVD,COLORADO SPRINGS,38.8144202,-104.7511676,92530.0,RELIGIOUS WORSHIP,,92530,,4120 E FOUNTAIN BLVD
C13425,2750 S Academy,Colorado Springs,38.7925461,-104.7590673,85000.0,Strip Mall,17.5,80380.0,110.73,2750 S ACADEMY BLVD
C13679,1935 CARMEL DR,COLORADO SPRINGS,38.8035988,-104.7747934,79308.0,LODGINGRESIDENTIAL,,79308,,1935 CARMEL DR
C13530,1134 WESTMORELAND RD,COLORADO SPRINGS,38.8864554,-104.8063264,67797.0,LODGINGRESIDENTIAL,,67797,,1134 WESTMORELAND RD
C13814,909 E MORENO AVE,COLORADO SPRINGS,38.8246287,-104.8076648,93027.0,OTHER,,93027,,909 E MORENO AVE
C13359,5665-5707 North Academy Boulevard,Colorado Springs,38.9114747,-104.7875242,119000.0,Other - Mall,,115597.0,,5605-5777 NORTH ACADEMY BOULEVARD
C13660,624 N CASCADE AVE,COLORADO SPRINGS,38.8432688,-104.8254889,77676.0,LODGINGRESIDENTIAL,,77676,,624 N CASCADE AVE
C13811,4265 GALLEY RD,COLORADO SPRINGS,38.8466695,-104.7491114,92826.0,LODGINGRESIDENTIAL,,92826,,4265 GALLEY RD
C13710,4911 COPPER SPRINGS VW,COLORADO SPRINGS,38.8250916,-104.7427545,82503.0,LODGINGRESIDENTIAL,,82503,,4911 COPPER SPRINGS VW
C13518,1485 KELLY JOHNSON BLVD,COLORADO SPRINGS,38.9445748,-104.8013314,66774.0,BANK BRANCH,,66774,,1485 KELLY JOHNSON BLVD
C13966,"9955 Prominent Peak Heights, Colorado Springs, CO 80924",Colorado Springs,38.9756114,-104.7428878,40789.0,Multifamily Housing,36.6,57573.0,153.74,4610-4650 NAUTILUS PEAK VW
C13436,2233 ACADEMY PL,COLORADO SPRINGS,38.8649546,-104.7548795,61758.0,HEALTHCARE,,61758,,2233 ACADEMY PL
C13672,3610 E LA SALLE ST,COLORADO SPRINGS,38.8586995,-104.7618238,78750.0,LODGINGRESIDENTIAL,,78750,,3610 E LA SALLE ST
C13800,1605 S CORONA ST,COLORADO SPRINGS,38.8215389,-104.8169428,92144.0,EDUCATION,,92144,,1605 S CORONA ST
C13875,3919-3999 Palmer Park Blvd,Colorado Springs,38.8530469,-104.755004,191000.0,Other,28.7,169373.9,343.37,3919-3999 PALMER PARK BLVD
C13531,2715 Dublin Blvd,Colorado Springs,38.9245702,-104.776707,67928.0,Self-Storage Facility,25.9,58025.0,96.23,2715 DUBLIN BLVD
C14043,2221 E. Bijou Street,Colorado Springs,38.8348726,-104.7883768,300000.0,Office,76.3,300000.0,2333.82,"2221 E. Bijou St., Colorado Springs"
C13555,1030 N. Nevada,Colorado Springs,38.8485493,-104.8215412,68365.0,College/University,,68365.0,,1030 N NEVADA AVE
C13797,21 BROADMOOR AVE,COLORADO SPRINGS,38.7902579,-104.8403544,91664.0,EDUCATION,,91664,,21 BROADMOOR AVE
C13962,7915 CONSTITUTION AVE,COLORADO SPRINGS,38.8662363,-104.680274,119962.0,SUPERMARKET/GROCERY STORE,,119962,,7915 CONSTITUTION AVE
C14021,3409 CINEMA PT,COLORADO SPRINGS,38.8822801,-104.7168372,139083.0,LODGINGRESIDENTIAL,,139083,,3409 CINEMA PT
C13549,4630 FORGE RD,COLORADO SPRINGS,38.898061,-104.8417468,69094.0,WAREHOUSESTORAGE,,69094,,4630 FORGE RD
C13959,13012 Bass Pro Drive,Colorado Springs,39.0237553,-104.8265594,,Retail Store,83.5,119636.0,977.35,13012 BASS PRO DR
C13872,850 Elkton Dr,Colorado Springs,38.9023765,-104.8414437,102990.0,Other,128.4,106581.0,1512.90,850 ELKTON DR
C13956,3710 REBECCA LN,COLORADO SPRINGS,38.8799901,-104.758711,118980.0,LODGINGRESIDENTIAL,,118980,,3710 REBECCA LN
C13628,3985 E BIJOU ST,COLORADO SPRINGS,38.8350878,-104.7531878,74655.0,LODGINGRESIDENTIAL,,74655,,3985 E BIJOU ST
C13876,6005 Delmonico Drive,Colorado Springs,38.9188253,-104.8232257,51692.0,Medical Office,108.9,51692.0,697.28,6005 DELMONICO DR
C13691,210-295 RIM VIEW DR,COLORADO SPRINGS,38.9163205,-104.8330055,80205.0,LODGINGRESIDENTIAL,,80205,,210-295 RIM VIEW DR
C13745,3210 N CHESTNUT ST,COLORADO SPRINGS,38.8790178,-104.8371398,86684.0,LODGINGRESIDENTIAL,,86684,,3210 N CHESTNUT ST
C13794,1610 West Garden of the Gods Rd.,Colorado Springs,38.8994933,-104.8553999,91440.0,Distribution Center,,103809.0,,1610 W GARDEN OF THE GODS RD
C13556,3570 HARTSEL DRIVE,Colorado Springs,38.9400951,-104.7602979,111000.0,Supermarket/Grocery Store,232.2,69716.0,1505.32,3560 HARTSEL DR
C13702,2850 S CIRCLE DR,COLORADO SPRINGS,38.7967499,-104.7925709,81376.0,ENTERTAINMENTPUBLIC ASSEMBLY,,81376,,2850 S CIRCLE DR
C13596,16192 OLD FOREST PT,MONUMENT,39.0700849,-104.8489458,72198.0,LODGINGRESIDENTIAL,,72198,,16192 OLD FOREST PT
C13690,1515 N CASCADE AVE,COLORADO SPRINGS,38.8553893,-104.8235282,80188.0,RELIGIOUS WORSHIP,,80188,,1515 N CASCADE AVE
C14032,15275 Struthers Road,Colorado Springs,39.054059,-104.8438851,145152.0,Hotel,,63618.0,,15275 STRUTHERS RD
C13806,755 W CITADEL DR # B,COLORADO SPRINGS,38.843626,-104.764702,92567.0,PUBLIC SERVICE,,92567,,755 W CITADEL DR # B
C13365,6941 Mesa Ridge Pkwy,Fountain,38.7179116,-104.6982974,,Supermarket/Grocery Store,214.7,59102.0,1293.94,6925 MESA RIDGE PKWY
C13817,1633 Medical Center Point,Colorado Springs,38.8749577,-104.7956629,93252.0,Medical Office,84.0,50254.0,508.92,1633 MEDICAL CENTER PT
C13437,3815 MALLOW RD,COLORADO SPRINGS,38.8879943,-104.8112774,61875.0,LODGINGRESIDENTIAL,,61875,,3815 MALLOW RD
C13661,6915 PALMER PARK BLVD,COLORADO SPRINGS,38.857544,-104.6995263,77896.0,RELIGIOUS WORSHIP,,77896,,6915 PALMER PARK BLVD
C13673,124 FIRST ST,MONUMENT,39.0893657,-104.8721704,78754.0,RELIGIOUS WORSHIP,,78754,,124 FIRST ST
C13703,2005 S EL PASO AVE,COLORADO SPRINGS,38.8021063,-104.810909,81459.0,LODGINGRESIDENTIAL,,81459,,2005 S EL PASO AVE
C13366,520 N MURRAY BLVD,COLORADO SPRINGS,38.8410048,-104.7490455,58968.0,ENTERTAINMENTPUBLIC ASSEMBLY,,58968,,520 N MURRAY BLVD
C13754,405 S CASCADE AVE,COLORADO SPRINGS,38.8280512,-104.8251372,87924.0,OFFICE,,87924,,405 S CASCADE AVE
C13438,985 WESTMORELAND RD,COLORADO SPRINGS,38.886983,-104.8089425,61875.0,LODGINGRESIDENTIAL,,61875,,985 WESTMORELAND RD
C13674,3603 AIRPORT RD,COLORADO SPRINGS,38.8247626,-104.7678445,78816.0,LODGINGRESIDENTIAL,,78816,,3603 AIRPORT RD
C14037,325 Parkside Dr,Colorado Springs,38.828218,-104.791159,78000.0,Other/Specialty Hospital,84.2,71993.0,684.42,325 S PARKSIDE DR
C13711,18 S NEVADA AVE,COLORADO SPRINGS,38.8330599,-104.8220248,82524.0,OFFICE,,82524,,18 S NEVADA AVE
C13877,1330 POTTER DR,COLORADO SPRINGS,38.8524222,-104.7532789,103398.0,LODGINGRESIDENTIAL,,103398,,1330 POTTER DR
C13734,375 PRINTERS PKWY,COLORADO SPRINGS,38.8264967,-104.7852238,85360.0,PUBLIC SERVICE,,85360,,375 PRINTERS PKWY
C13681,1440 HARRISON RD,COLORADO SPRINGS,38.7974574,-104.7992155,79432.0,ENTERTAINMENTPUBLIC ASSEMBLY,,79432,,1440 HARRISON RD
C13692,4725 Centennial Blvd,Colorado Springs,38.900594,-104.850765,159606.0,Self-Storage Facility,73.0,159606.0,1356.82,4725-4755 CENTENNIAL BLVD
C13967,2305 PATRIOT HTS,COLORADO SPRINGS,38.8311605,-104.8714274,122544.0,HEALTHCARE,,122544,,2305 PATRIOT HTS
C13693,1617 E WOODMEN RD,COLORADO SPRINGS,38.9311235,-104.7942483,80280.0,LODGINGRESIDENTIAL,,80280,,1617 E WOODMEN RD
C14044,2570 Tenderfoot Hill Street,Colorado Springs,38.7965009,-104.8140054,50246.0,Hotel,59.4,50246.0,338.62,2570 TENDERFOOT HILL ST
C13801,1617 E WOODMEN RD,COLORADO SPRINGS,38.9311235,-104.7942483,92412.0,LODGINGRESIDENTIAL,,92412,,1617 E WOODMEN RD
C13963,4385 TUTT BLVD,COLORADO SPRINGS,38.8944626,-104.7107538,120080.0,ENTERTAINMENTPUBLIC ASSEMBLY,,120080,,4385 TUTT BLVD
C16102,2345 E CO RD 8 N,MONTE VISTA,37.6902653,-106.0936509,64800.0,MANUFACTURING/INDUSTRIAL PLANT,,64800,,2345 E CO RD 8 N
C13868,3803 RADIANT DR,COLORADO SPRINGS,38.8694826,-104.757033,101790.0,LODGINGRESIDENTIAL,,101790,,3803 RADIANT DR
C16021,3125 Bonaventure Ct,Pueblo,38.3015823,-104.6620635,152286.0,Senior Living Community,,167284.0,,3125 BONAVENTURE CT
C13968,101 S UNION BLVD,COLORADO SPRINGS,38.8313116,-104.791815,122636.0,LODGINGRESIDENTIAL,,122636,,101 S UNION BLVD
C14022,1 Olympic Plaza,Colorado Springs,38.8392087,-104.7978851,52488.0,Fitness Center/Health Club/Gym,61.3,53964.0,393.39,1750 E BOULDER ST
C16020,2216 seventh st,pueblo,38.2742199,-104.570703,149880.0,Multifamily Housing,,149880.0,,2216 7TH AVE
C13746,2725 Janitell Road,Colorado Springs,38.7947377,-104.7866493,87425.0,Retail Store,22.6,95466.0,238.57,2725 JANITELL RD
C16022,303 S SANTA FE AVE,PUEBLO,38.2615657,-104.6078132,157593.0,OTHER,,157593,,303 S SANTA FE AVE
C13818,2955 PROFESSIONAL PL,COLORADO SPRINGS,38.8747265,-104.8538161,93372.0,OFFICE,,93372,,2955 PROFESSIONAL PL
C13873,4710 RUSINA RD,COLORADO SPRINGS,38.899888,-104.8300612,103080.0,LODGINGRESIDENTIAL,,103080,,4710 RUSINA RD
C14034,7085 COMMERCE CENTER DR,COLORADO SPRINGS,38.9345287,-104.8147302,145440.0,ENTERTAINMENTPUBLIC ASSEMBLY,,145440,,7085 COMMERCE CENTER DR
C16031,250 William White Blvd,Pueblo,38.2774374,-104.523855,208920.0,Manufacturing/Industrial Plant,,225000.0,,250 WILLIAM WHITE BLVD
C13960,1055 KELLY JOHNSON BLVD,COLORADO SPRINGS,38.9487926,-104.8065561,119787.0,ENTERTAINMENTPUBLIC ASSEMBLY,,119787,,1055 KELLY JOHNSON BLVD
C13878,2150 MIRAGE DR,COLORADO SPRINGS,38.9501099,-104.7868454,103446.0,LODGINGRESIDENTIAL,,103446,,2150 MIRAGE DR
C13874,210 N MURRAY BLVD,COLORADO SPRINGS,38.835381,-104.7461034,103281.0,LODGINGRESIDENTIAL,,103281,,210 N MURRAY BLVD
C13969,1 Lake Ave (campus address),Colorado Springs,38.7925223,-104.8527369,122856.0,Convention Center,6.0,461951.0,147.84,13-19 LAKE CIR
C13869,745 Space Center Dr,Colorado Springs,38.8412368,-104.7233319,50970.0,Office,112.3,50376.0,779.08,737-745 SPACE CENTER DR
C13964,6913-6750 ALPINE CURRANT VW,COLORADO SPRINGS,38.931865,-104.776645,120228.0,LODGINGRESIDENTIAL,,120228,,6913-6750 ALPINE CURRANT VW
C13795,2515 AVIATION WAY,COLORADO SPRINGS,38.7950787,-104.722531,91446.0,OTHER,,91446,,2515 AVIATION WAY
C14045,4410 Fountain Blvd,Colorado Springs,38.8112235,-104.7448663,,Office,97.6,77159.0,1046.67,4410 E FOUNTAIN BLVD
C13979,3490 AFTERNOON CIR,COLORADO SPRINGS,38.8155951,-104.7617564,125586.0,ENTERTAINMENTPUBLIC ASSEMBLY,,125586,,3490 AFTERNOON CIR
C13880,15888 JACKSON CREEK PKWY,MONUMENT,39.0635047,-104.852227,103554.0,Retail Store,62.8,102512.0,566.25,15888 JACKSON CREEK PKWY
C13747,7620-7765 PITCHER PT,FOUNTAIN,38.720416,-104.687813,87492.0,LODGINGRESIDENTIAL,,87492,,7620-7765 PITCHER PT
C13816,421 CO-105,PALMER LAKE,39.1133813,-104.9001942,93111.0,RELIGIOUS WORSHIP,,93111,,421 CO-105
C15070,1420 OAK ST,LAKEWOOD,39.7386314,-105.1187106,131203.0,LODGINGRESIDENTIAL,,131203,,1420 OAK ST
C14040,508 CONEJOS ST,COLORADO SPRINGS,38.8224861,-104.8329505,49545.0,PUBLIC SERVICE,,49545,,508 CONEJOS ST
C13881,902 N. Cascade,Colorado Springs,38.8471048,-104.8254889,100779.0,College/University,,100779.0,,902 N CASCADE AVE
C13970,110 N NEVADA AVE,COLORADO SPRINGS,38.8355578,-104.8220015,123010.0,LODGINGRESIDENTIAL,,123010,,110 N NEVADA AVE
C13889,640 WINTERS DR,COLORADO SPRINGS,38.8872641,-104.8147626,52550.0,RETAIL STORE,,52550,,640 WINTERS DR
C13971,9965 FEDERAL DR,COLORADO SPRINGS,38.9812992,-104.8035477,61608.0,MANUFACTURINGINDUSTRIAL,,61608,,9965 FEDERAL DR
C14041,7250 Campus Drive,Colorado Springs,38.9364779,-104.8116451,,Other,93.9,74920.0,759.73,7250 CAMPUS DR
C13904,2810 CAPITAL DR,COLORADO SPRINGS,38.8746915,-104.6784228,53740.0,WAREHOUSESTORAGE,,53740,,2810 CAPITAL DR
C14084,9910 Federal Dr.,Colorado Springs,38.9863123,-104.8013831,80676.0,Office,55.9,86556.0,603.85,9910 FEDERAL DR
C13755,7620-7765 PITCHER PT,FOUNTAIN,38.720416,-104.687813,88065.0,LODGINGRESIDENTIAL,,88065,,7620-7765 PITCHER PT
C14081,9433 VISTA DEL PICO BLVD,COLORADO SPRINGS,38.9312404,-104.659198,80503.0,EDUCATION,,80503,,9433 VISTA DEL PICO BLVD
C14086,2780 VICKERS DR,COLORADO SPRINGS,38.9145468,-104.776354,53944.0,Government,,53944,,2780 VICKERS DR
C13826,701-953 E LAS VEGAS ST,COLORADO SPRINGS,38.8128544,-104.8083696,94258.0,PUBLIC SERVICE,,94258,,701-953 E LAS VEGAS ST
C14082,2765 Geyser Road,Colorado Springs,38.7924465,-104.7967686,53730.0,Hotel,66.7,52080.0,378.81,2765 GEYSER DR
C14087,3133 Cinema Point,Colorado Springs,38.8791361,-104.7170115,80975.0,Retail Store,37.4,78331.0,370.88,3133 CINEMA PT
C13748,1605 HAMPTON SOUTH,COLORADO SPRINGS,38.7695557,-104.7971108,87705.0,LODGINGRESIDENTIAL,,87705,,1605 HAMPTON SOUTH
C13980,1801 N Union Blvd,Colorado Springs,38.8586408,-104.7926348,125859.0,Non-Refrigerated Warehouse,29.8,125000.0,329.03,1801 N UNION BLVD
C13882,3650 NEW CENTER PT,COLORADO SPRINGS,38.8836117,-104.7176422,,Retail Store,31.8,103736.0,336.82,3650 NEW CENTER PT
C14042,5825 MARK DABLING BLVD,COLORADO SPRINGS,38.9169121,-104.8200776,149995.0,Other,45.0,151363.0,599.23,5805 MARK DABLING BLVD
C13972,3525 CENTENNIAL BLVD,COLORADO SPRINGS,38.8831783,-104.846068,124014.0,LODGINGRESIDENTIAL,,124014,,3525 CENTENNIAL BLVD
C13907,1750 E BOULDER ST,COLORADO SPRINGS,38.8411241,-104.7953495,53958.0,ENTERTAINMENTPUBLIC ASSEMBLY,,53958,,1750 E BOULDER ST
C14047,1465 Kelly Johnson Blvd,Colorado Springs,38.9447588,-104.8032416,50376.0,Mixed Use Property,,100752.0,,1465 KELLY JOHNSON BLVD
C13890,1715 N WEBER ST,COLORADO SPRINGS,38.8582998,-104.8180111,105150.0,HEALTHCARE,,105150,,1715 N WEBER ST
C14083,209 S NEVADA AVE,COLORADO SPRINGS,38.8302329,-104.8212111,161232.0,HEALTHCARE,,161232,,209 S NEVADA AVE
C13819,4955 EL CAMINO DR,COLORADO SPRINGS,38.9033696,-104.7685835,93372.0,LODGINGRESIDENTIAL,,93372,,4955 EL CAMINO DR
C14102,210 S Tejon,Colorado Springs,38.8309429,-104.8245524,56526.0,Prison/Incarceration,0.0,76684.0,0.00,210 S TEJON ST
C14085,121-123 PIKES PEAK AVE,RAMAH,39.1232504,-104.170063,161488.0,LODGINGRESIDENTIAL,,161488,,121-123 PIKES PEAK AVE
C13756,10205 Federal Drive,Colorado Springs,38.9825171,-104.7908376,,Manufacturing/Industrial Plant,,97094.0,,10205-10205 FEDERAL DR
C14088,3111-3171 N CHESTNUT ST,COLORADO SPRINGS,38.877752,-104.8363338,162000.0,RETAIL,,162000,,3111-3171 N CHESTNUT ST
C14052,3806 HALFTURN RD,COLORADO SPRINGS,38.8869026,-104.7555303,51095.0,LODGINGRESIDENTIAL,,51095,,3806 HALFTURN RD
C13973,6450 CORPORATE DR,COLORADO SPRINGS,38.9243652,-104.815086,124292.0,ENTERTAINMENTPUBLIC ASSEMBLY,,124292,,6450 CORPORATE DR
C14048,2445 E Cache La Poudre St,Colorado Springs,38.8439458,-104.7845211,75831.0,Senior Living Community,27.6,75831.0,112.75,2445 E CACHE LA POUDRE ST
C14113,9475 BRIAR VILLAGE PT,COLORADO SPRINGS,38.967898,-104.7824734,58056.0,OFFICE,,58056,,9475 BRIAR VILLAGE PT
C13827,3202 N ACADEMY BLVD,COLORADO SPRINGS,38.8773707,-104.7575575,94428.0,OFFICE,,94428,,3202 N ACADEMY BLVD
C14105,1610 N MURRAY BLVD,COLORADO SPRINGS,38.8563568,-104.748803,56964.0,LODGINGRESIDENTIAL,,56964,,1610 N MURRAY BLVD
C13820,3341 E FOUNTAIN BLVD,COLORADO SPRINGS,38.8146483,-104.7648535,93486.0,LODGINGRESIDENTIAL,,93486,,3341 E FOUNTAIN BLVD
C14326,6001 E WOODMEN RD,COLORADO SPRINGS,38.9379683,-104.7165029,116367.0,HEALTHCARE,,116367,,6001 E WOODMEN RD
C14114,9930 Federal Dr,Colorado Springs,38.9855307,-104.8007863,87290.0,Office,88.2,89074.0,990.06,9930 FEDERAL DR
C13750,1620 HAMPTON SOUTH,COLORADO SPRINGS,38.7707537,-104.7964098,87705.0,LODGINGRESIDENTIAL,,87705,,1620 HAMPTON SOUTH
C13974,1055 Newport Rd,Colorado Springs,38.8167486,-104.7262522,62212.0,Office,29.6,59763.0,244.99,1055 N NEWPORT RD
C14054,322 S ELLICOTT HWY,CALHAN,38.8251205,-104.3874131,77203.0,EDUCATION,,77203,,322 S ELLICOTT HWY
C14094,2610 E. Fountain Blvd.,Colorado Springs,38.8176547,-104.7831301,54906.0,Multifamily Housing,,54906.0,,2610 E FOUNTAIN BLVD
C14106,555 AIRPORT CREEK PT,COLORADO SPRINGS,38.8233874,-104.7279687,171268.0,LODGINGRESIDENTIAL,,171268,,555 AIRPORT CREEK PT
C14090,4425 VENETUCCI BOULEVARD,FOUNTAIN,38.7686251,-104.7823595,,Retail Store,110.3,147785.0,1732.09,4425 VENETUCCI BLVD
C14115,3165 E FOUNTAIN BLVD,COLORADO SPRINGS,38.8146573,-104.7677705,58234.0,LODGINGRESIDENTIAL,,58234,,3165 E FOUNTAIN BLVD
C14096,2475 HANCOCK EXPY,COLORADO SPRINGS,38.7960412,-104.770116,55206.0,LODGINGRESIDENTIAL,,55206,,2475 HANCOCK EXPY
C13828,3605 N Stone Avenue,Colorado Springs,38.8829602,-104.8152265,94445.0,Refrigerated Warehouse,,110183.0,,3605 N STONE AVE
C13885,8685 Explorer Dr.,Colorado Springs,38.964343,-104.7905313,104196.0,Office,64.3,137400.0,801.82,8605-8685 EXPLORER DR
C16604,1960 Cherry Street,Louisville,39.9645104,-105.1114239,50078.0,Manufacturing/Industrial Plant,85.8,59137.0,522.47,1960 CHERRY ST
C16682,1055 10TH STREET MALL,Denver,39.7419639,-105.002007,85897.0,College/University,53.4,85897.0,467.88,1055 10TH ST
C13886,1 EDUCATION WAY,COLORADO SPRINGS,38.7831148,-104.8216875,104568.0,OTHER,,104568,,1 EDUCATION WAY
C16613,13065 E 17th Ave,Aurora,39.7440656,-104.8360223,116060.0,Laboratory,195.9,116060.0,1949.74,13065 E 17TH AVE
C14006,4107 TUTT BLVD,COLORADO SPRINGS,38.8913754,-104.7137896,135753.0,HOTEL,,135753,,4107 TUTT BLVD
C13916,3525 CENTENNIAL BLVD,COLORADO SPRINGS,38.8831783,-104.846068,111540.0,LODGINGRESIDENTIAL,,111540,,3525 CENTENNIAL BLVD
C14210,1001-1131 N CASCADE AVE,COLORADO SPRINGS,38.848578,-104.822745,79265.0,EDUCATION,,79265,,1001-1131 N CASCADE AVE
C14211,1570 N Newport Road,Colorado Springs,38.8078533,-104.7283617,59693.0,Hotel,30.3,59693.0,250.29,1570 N NEWPORT RD
C14146,9208 Grand Cordera Pkwy,Colorado Springs,38.9639833,-104.7346065,65248.0,Senior Living Community,153.8,65248.0,799.01,9208 GRAND CORDERA PKWY
C14150,1250 Academy Park Loop,Colorado Springs,38.814689,-104.758707,98638.0,Office,78.0,97640.0,1056.06,1250 ACADEMY PARK LOOP
C13769,2414 TREMONT ST,COLORADO SPRINGS,38.8680915,-104.8286213,89316.0,LODGINGRESIDENTIAL,,89316,,2414 TREMONT ST
C14001,2494 INTERNATIONAL CIR,COLORADO SPRINGS,38.8300002,-104.7821811,134010.0,HEALTHCARE,,134010,,2494 INTERNATIONAL CIR
C13917,2660 W UINTAH ST,COLORADO SPRINGS,38.8527282,-104.8617949,111588.0,PUBLIC SERVICE,,111588,,2660 W UINTAH ST
C14076,849 Tejon St.,Colorado Springs,38.8463168,-104.8226474,129842.0,College/University,,129842.0,,849 N TEJON ST
C13887,4547 Palisades Park View,Colorado Springs,38.7661265,-104.8170153,104089.0,Senior Living Community,179.9,52296.0,816.68,4531-4547 PALISADES PARK VW
C14097,7222 Commerce Center Drive,Colorado Springs,38.9363531,-104.8160029,83160.0,Office,69.0,83160.0,799.44,7222 COMMERCE CENTER DR
C13982,555 N CHELTON RD,COLORADO SPRINGS,38.8417161,-104.7650486,63490.0,RETAIL,,63490,,555 N CHELTON RD
C14118,9670 PROMINENT PT,COLORADO SPRINGS,38.9738933,-104.7465079,185000.0,Retail Store,81.7,175480.0,1415.61,9670 PROMINENT PT
C14068,2818 Grand Vista Circle,Colorado Springs,38.8715246,-104.8557077,79363.0,Senior Living Community,81.8,81771.0,723.70,2818 GRAND VISTA CIR
